image,ROI1_mean,ROI1_variance,ROI1_std,ROI1_coef_var,ROI1_p10,ROI1_p50,ROI1_p90,ROI2_mean,ROI2_variance,ROI2_std,ROI2_coef_var,ROI2_p10,ROI2_p50,ROI2_p90,ROI3_mean,ROI3_variance,ROI3_std,ROI3_coef_var,ROI3_p10,ROI3_p50,ROI3_p90
CASE 2 (5).JPG,-0.0904224,0.032531634,0.18036528,-1.9946969,-0.3255074,-0.09790328,0.12584376,0.080671065,0.022546468,0.15015481,1.8613218,-0.115231685,0.11004147,0.23854958,0.23124355,0.0022834325,0.047785275,0.20664479,0.1902667,0.21345317,0.30397302
CASE 2 (50).JPG,-0.09031647,0.032978285,0.18159924,-2.0106993,-0.3245306,-0.099832624,0.13472721,0.081724025,0.02245288,0.14984284,1.8335226,-0.1132393,0.10193601,0.25011224,0.23964635,0.0030865287,0.055556536,0.23182717,0.19376408,0.21847302,0.32760707
CASE 2 (51).JPG,-0.09021646999999999,0.033078285000000006,0.18169923999999998,-2.0105993,-0.3244306,-0.09973262399999999,0.13482720999999998,0.08182402500000001,0.02255288,0.14994284,1.8336226,-0.1131393,0.10203601,0.25021224,0.23974635,0.0031865287,0.055656536,0.23192717,0.19386408,0.21857301999999998,0.32770707
CASE 2 (52).JPG,-0.089798965,0.03313816,0.1820389,-2.0271826,-0.32570457,-0.09903863,0.1397402,0.083895475,0.0237754,0.15419275,1.837915,-0.115363374,0.10331416,0.2680426,0.23803827,0.003394425,0.058261693,0.24475767,0.18729533,0.21675873,0.33261243
CASE 2 (53).JPG,-0.092082724,0.034536906,0.18584108,-2.018197,-0.3324871,-0.10280016,0.13609542,0.081598505,0.023534622,0.15340999,1.8800588,-0.11635322,0.09427859,0.2678732,0.22612613,0.0026200262,0.051186193,0.22636124,0.18587978,0.20818102,0.30040607
CASE 2 (54).JPG,-0.091982724,0.034636906,0.18594107999999998,-2.0180969999999996,-0.3323871,-0.10270016,0.13619541999999998,0.081698505,0.023634622,0.15350998999999999,1.8801588,-0.11625321999999999,0.09437859,0.26797319999999997,0.22622613,0.0027200262,0.051286193,0.22646123999999998,0.18597977999999998,0.20828101999999998,0.30050607
CASE 2 (55).JPG,-0.08561898,0.033153877,0.18208206,-2.1266553,-0.32136095,-0.09483684,0.13149293,0.08703457,0.023750821,0.15411301,1.7707103,-0.111907914,0.11060068,0.2779951,0.23623319,0.0029166983,0.054006465,0.22861506,0.18997158,0.21627226,0.32359117
CASE 2 (56).JPG,-0.08509262,0.033462442,0.18292743,-2.149745,-0.32236925,-0.09502949,0.14322236,0.08723985,0.024116643,0.15529534,1.7800964,-0.113059245,0.11103576,0.2757847,0.23094058,0.0027974844,0.05289125,0.22902536,0.18614024,0.21301907,0.3166898
CASE 2 (57).JPG,-0.08499261999999999,0.033562442000000005,0.18302743,-2.1496449999999996,-0.32226925,-0.09492948999999999,0.14332235999999998,0.08733985,0.024216643,0.15539534,1.7801964,-0.112959245,0.11113576,0.2758847,0.23104058,0.0028974844,0.052991250000000004,0.22912536,0.18624024,0.21311907,0.3167898
CASE 2 (58).JPG,-0.08489261999999999,0.033662442,0.18312743,-2.149545,-0.32216925,-0.09482948999999999,0.14342236,0.08743985,0.024316643,0.15549534,1.7802964,-0.112859245,0.11123576,0.27598469999999997,0.23114058,0.0029974844,0.05309125,0.22922536000000002,0.18634024000000002,0.21321907,0.3168898
CASE 2 (59).JPG,-0.08110611,0.03546914,0.18833253,-2.322051,-0.3231914,-0.09508933,0.14971636,0.07649884,0.02306036,0.15185638,1.9850808,-0.119958915,0.09026992,0.26247212,0.18681614,0.001979964,0.044496786,0.23818491,0.14596614,0.17475832,0.25537214
CASE 2 (6).JPG,-0.0903224,0.032631634,0.18046527999999998,-1.9945969000000001,-0.3254074,-0.09780327999999999,0.12594376,0.080771065,0.022646468,0.15025481,1.8614218,-0.115131685,0.11014147,0.23864958,0.23134354999999998,0.0023834324999999997,0.047885275000000005,0.20674478999999998,0.1903667,0.21355317,0.30407301999999997
CASE 2 (60).JPG,-0.08275197,0.03439943,0.18547083,-2.241286,-0.322299,-0.09627381,0.14330201,0.076257505,0.022388935,0.14962932,1.9621587,-0.11837038,0.0901826,0.2583483,0.19720283,0.0020471371,0.0452453,0.22943535,0.15234943,0.18818578,0.25232783
CASE 2 (61).JPG,-0.08441698,0.03337471,0.18268746,-2.164108,-0.320421,-0.09480421,0.13008194,0.08053364,0.023432985,0.15307836,1.9008002,-0.117389314,0.094168216,0.27219233,0.20135398,0.0022713325,0.0476585,0.23669012,0.15454784,0.18818095,0.27036887
CASE 2 (62).JPG,-0.08431698,0.033474710000000005,0.18278745999999998,-2.164008,-0.320321,-0.09470421,0.13018194,0.08063364,0.023532985,0.15317835999999999,1.9009002,-0.11728931399999999,0.094268216,0.27229232999999997,0.20145397999999998,0.0023713325,0.0477585,0.23679012,0.15464783999999998,0.18828095,0.27046887
CASE 2 (63).JPG,-0.083535425,0.032969426,0.18157485,-2.173627,-0.31738698,-0.09422195,0.12976709,0.08232125,0.022401134,0.14967008,1.818122,-0.11291659,0.097469285,0.26947457,0.21129167,0.0020450244,0.045221947,0.21402617,0.16413102,0.19988295,0.27668914
CASE 2 (64).JPG,-0.08336108,0.033141818,0.18204895,-2.18386,-0.32072034,-0.09358578,0.13455383,0.08019846,0.023103066,0.15199693,1.89526,-0.117097415,0.094855435,0.2679535,0.20494907,0.0021423956,0.04628602,0.22584158,0.15546146,0.19488806,0.2725978
CASE 2 (65).JPG,-0.08326108,0.033241818000000006,0.18214894999999998,-2.18376,-0.32062034,-0.09348577999999999,0.13465383,0.08029846,0.023203065999999998,0.15209693,1.89536,-0.116997415,0.094955435,0.2680535,0.20504907,0.0022423955999999997,0.04638602,0.22594157999999998,0.15556145999999998,0.19498806,0.2726978
CASE 2 (66).JPG,-0.07922939,0.035701208,0.18894763,-2.3848174,-0.32208428,-0.09356359,0.1559405,0.08506559,0.024802784,0.157489,1.8513832,-0.11740901,0.097250946,0.2778007,0.20481794,0.002411853,0.04911062,0.23977695,0.15586728,0.19074063,0.27603516
CASE 2 (67).JPG,-0.07912939,0.035801208,0.18904763,-2.3847174,-0.32198428,-0.09346359,0.1560405,0.08516559,0.024902784,0.15758899999999998,1.8514831999999999,-0.11730900999999999,0.09735094600000001,0.2779007,0.20491794,0.0025118529999999997,0.049210620000000004,0.23987694999999998,0.15596727999999999,0.19084062999999998,0.27613516
CASE 2 (68).JPG,-0.081796035,0.03355812,0.18318875,-2.23958,-0.31615916,-0.09360046,0.14180554,0.08078748,0.022071548,0.14856496,1.8389603,-0.11182717,0.09554612,0.2618616,0.2019877,0.0020147415,0.044885874,0.22222082,0.15841846,0.191554,0.2624918
CASE 2 (69).JPG,-0.08808319,0.031884566,0.17856249,-2.0272028,-0.31637877,-0.09627566,0.1238748,0.07586027,0.021017505,0.14497416,1.9110683,-0.114653334,0.08956148,0.24731149,0.19985226,0.0023349596,0.04832142,0.2417857,0.14853947,0.18955779,0.26791483
CASE 2 (7).JPG,-0.08505569,0.03402577,0.18446076,-2.1687057,-0.32530448,-0.09447224,0.13846792,0.088713415,0.024094773,0.15522492,1.7497344,-0.11160687,0.11837843,0.25553834,0.23444799,0.002831178,0.053208817,0.22695361,0.1898656,0.21329601,0.3261665
CASE 2 (70).JPG,-0.08798319,0.031984566000000006,0.17866248999999998,-2.0271027999999998,-0.31627877,-0.09617566,0.1239748,0.07596027,0.021117504999999998,0.14507415999999998,1.9111683,-0.11455333399999999,0.08966148,0.24741148999999998,0.19995226,0.0024349595999999998,0.04842142,0.24188569999999998,0.14863947,0.18965779,0.26801483
CASE 2 (71).JPG,-0.08354975,0.03394486,0.18424131,-2.2051687,-0.32116115,-0.0952879,0.1435198,0.07491202,0.021859216,0.14784862,1.9736302,-0.11824421,0.09052583,0.24040385,0.19508672,0.0021640891,0.04651977,0.23845689,0.14615874,0.18530846,0.2578101
CASE 2 (72).JPG,-0.08437132,0.0335932,0.18328448,-2.1723552,-0.32172573,-0.095068656,0.13309583,0.0781275,0.022673037,0.15057568,1.927307,-0.11646407,0.09489561,0.25713536,0.1928579,0.0024258718,0.04925314,0.25538564,0.1480096,0.18017362,0.2582377
CASE 2 (73).JPG,-0.08427132,0.0336932,0.18338448,-2.1722552,-0.32162573,-0.094968656,0.13319583,0.0782275,0.022773037,0.15067567999999998,1.927407,-0.11636407,0.09499561000000001,0.25723535999999997,0.1929579,0.0025258717999999997,0.049353140000000004,0.25548564,0.14810959999999998,0.18027362,0.2583377
CASE 2 (74).JPG,-0.08354212,0.031808786,0.17835018,-2.1348534,-0.3156862,-0.09273958,0.12749901,0.07787029,0.022207161,0.14902067,1.9137039,-0.11642185,0.09796904,0.24469692,0.20124649,0.0020934257,0.04575397,0.22735289,0.1545796,0.19087633,0.26790532
CASE 2 (75).JPG,-0.08299496,0.034058765,0.18455017,-2.223631,-0.32105482,-0.09509276,0.13689314,0.08021508,0.022842068,0.15113592,1.8841335,-0.11589585,0.09770162,0.2590761,0.20039502,0.0022417963,0.047347613,0.23627141,0.1556985,0.18890014,0.2650088
CASE 2 (76).JPG,-0.08289496,0.034158765,0.18465017,-2.223531,-0.32095482000000003,-0.09499276,0.13699313999999999,0.08031508,0.022942068,0.15123592,1.8842335,-0.11579584999999999,0.09780162,0.25917609999999996,0.20049502,0.0023417963,0.047447613,0.23637140999999998,0.15579849999999998,0.18900013999999998,0.2651088
CASE 2 (77).JPG,-0.08753139,0.030634457,0.17502701,-1.9995915,-0.31384364,-0.094816454,0.11088752,0.077091955,0.022462856,0.14987613,1.9441216,-0.11825025,0.09771012,0.2327196,0.20199353,0.002436451,0.049360417,0.24436633,0.15185125,0.1904262,0.27451026
CASE 2 (78).JPG,-0.08743139,0.030734457,0.17512701,-1.9994915,-0.31374364,-0.09471645399999999,0.11098752,0.077191955,0.022562856,0.14997612999999999,1.9442215999999999,-0.11815025,0.09781012,0.2328196,0.20209353,0.002536451,0.049460417,0.24446632999999998,0.15195124999999998,0.19052619999999998,0.27461026
CASE 2 (79).JPG,-0.08166184,0.033736125,0.18367396,-2.2492018,-0.31934303,-0.092515156,0.13655318,0.078661025,0.02264689,0.15048884,1.9131309,-0.11644362,0.09785713,0.25703675,0.19625843,0.0022869436,0.047822,0.24366851,0.15062167,0.18488309,0.26428288
CASE 2 (8).JPG,-0.089098,0.033319417,0.18253607,-2.048711,-0.32729217,-0.097180106,0.13236694,0.08677343,0.023990931,0.15489006,1.784994,-0.1134359,0.115252264,0.255944,0.23757303,0.0027281824,0.052232005,0.21985663,0.19346915,0.21677682,0.32470933
CASE 2 (80).JPG,-0.09661114,0.031578846,0.17770438,-1.8393776,-0.3297433,-0.10108991,0.112770215,0.07601256,0.021714788,0.14735939,1.9386189,-0.11641065,0.10524721,0.23779522,0.22497183,0.002215695,0.04707117,0.20923139,0.18607534,0.20924646,0.29050627
CASE 2 (81).JPG,-0.09081152,0.032033153,0.17897809,-1.9708742,-0.3248018,-0.097835585,0.12412225,0.08401482,0.023240903,0.15244968,1.8145571,-0.11379813,0.11127108,0.25676262,0.23260315,0.0026516367,0.051494047,0.22138156,0.18765132,0.21504512,0.31192964
CASE 2 (82).JPG,-0.09071152,0.032133153000000005,0.17907809,-1.9707742,-0.3247018,-0.097735585,0.12422225,0.08411482,0.023340903,0.15254968,1.8146571,-0.11369813,0.11137108,0.25686262,0.23270315,0.0027516367,0.051594047000000004,0.22148156,0.18775132,0.21514512,0.31202964
CASE 2 (83).JPG,-0.08391192,0.03255114,0.18041934,-2.1501038,-0.31883764,-0.09087151,0.13778757,0.09219444,0.024546854,0.15667436,1.6993905,-0.109306924,0.1243224,0.27708325,0.24226898,0.0028111648,0.053020418,0.21884939,0.19811091,0.22127387,0.32907695
CASE 2 (84).JPG,-0.08381192,0.03265114,0.18051934,-2.1500038,-0.31873764,-0.09077151,0.13788757,0.09229444,0.024646854,0.15677436,1.6994905,-0.109206924,0.1244224,0.27718325,0.24236897999999998,0.0029111647999999998,0.053120418,0.21894939,0.19821091,0.22137387,0.32917694999999997
CASE 2 (85).JPG,-0.09561205,0.032150272,0.17930497,-1.8753387,-0.33058313,-0.10124075,0.12088198,0.07677504,0.022264551,0.1492131,1.9435107,-0.11785671,0.10583937,0.23040897,0.24479125,0.0029433537,0.054252684,0.22162835,0.1984431,0.22355695,0.33500087
CASE 2 (86).JPG,-0.09551205,0.032250272,0.17940497,-1.8752387,-0.33048313,-0.10114075,0.12098198,0.07687504,0.022364551,0.14931309999999998,1.9436107,-0.11775671,0.10593937,0.23050896999999998,0.24489124999999998,0.0030433536999999997,0.054352684000000005,0.22172835,0.1985431,0.22365695,0.33510087
CASE 2 (87).JPG,-0.084044665,0.033584107,0.18325967,-2.1805034,-0.32280296,-0.09251962,0.13922548,0.08788648,0.023692403,0.15392336,1.7513883,-0.111235954,0.12030299,0.2526705,0.23146446,0.0019346522,0.04398468,0.1900278,0.1925702,0.21796831,0.2879876
CASE 2 (88).JPG,-0.08912891,0.030327989,0.17414933,-1.953904,-0.31747147,-0.09384697,0.11888985,0.08193703,0.02272763,0.15075685,1.8399111,-0.11367816,0.10993587,0.2533974,0.22288261,0.0029681476,0.05448071,0.24443679,0.17495324,0.20422436,0.30904412
CASE 2 (89).JPG,-0.08902891,0.030427989,0.17424932999999998,-1.953804,-0.31737147,-0.09374697,0.11898985000000001,0.08203703,0.022827629999999998,0.15085685,1.8400111,-0.11357816,0.11003587000000001,0.2534974,0.22298261,0.0030681476,0.054580710000000005,0.24453678999999998,0.17505324,0.20432435999999998,0.30914411999999997
CASE 2 (9).JPG,-0.083954604,0.03402634,0.18429104999999998,-2.1912260999999997,-0.32345076,-0.093882406,0.13937071999999998,0.09205074,0.025176346,0.15845513,1.7222736,-0.11207834,0.12268288000000001,0.26175313,0.24347074,0.0030934549999999997,0.054812474,0.22491123,0.19702214999999998,0.22029346,0.33789885999999997
CASE 2 (90).JPG,-0.084435165,0.032900903,0.18138607,-2.148229,-0.32058805,-0.09270993,0.13536981,0.08894172,0.023897143,0.15458702,1.7380708,-0.11114844,0.120415665,0.25486007,0.23532721,0.0023725317,0.04870864,0.20698261,0.19065233,0.21930453,0.30915046
CASE 2 (91).JPG,-0.086150825,0.03260313,0.18056336,-2.0958982,-0.3212402,-0.09385801,0.13047627,0.08918721,0.023970291,0.15482342,1.7359375,-0.11092778,0.1185703,0.27118865,0.23952098,0.0027865688,0.05278796,0.22038971,0.19377844,0.22122326,0.3225602
CASE 2 (92).JPG,-0.086050825,0.032703130000000004,0.18066336,-2.0957982,-0.3211402,-0.09375801,0.13057627,0.08928721,0.024070291,0.15492341999999998,1.7360375,-0.11082778,0.1186703,0.27128864999999996,0.23962097999999998,0.0028865688,0.052887960000000005,0.22048970999999998,0.19387843999999999,0.22132326,0.3226602
CASE 2 (93).JPG,-0.08937311,0.03101668,0.17611553,-1.970565,-0.31896457,-0.09394868,0.12136307,0.07526514,0.021066252,0.14514218,1.9284118,-0.11404923,0.10246149,0.23618259,0.20299019,0.0026995977,0.051957652,0.2559614,0.15687522,0.18725803,0.2841234
CASE 2 (94).JPG,-0.08927311,0.03111668,0.17621552999999998,-1.970465,-0.31886457,-0.09384868,0.12146307,0.07536514,0.021166252,0.14524218,1.9285117999999999,-0.11394923,0.10256149,0.23628259,0.20309018999999998,0.0027995977,0.052057652,0.2560614,0.15697522,0.18735802999999998,0.2842234
CASE 2 (95).JPG,-0.08283598,0.032663655,0.1807309,-2.1817923,-0.3187006,-0.09033884,0.12968789,0.08020494,0.02243513,0.14978361,1.867511,-0.11381798,0.105061874,0.257422,0.19877039,0.002149919,0.04636722,0.23327026,0.15456066,0.18558869,0.2697585
CASE 2 (96).JPG,-0.08273598,0.032763655,0.1808309,-2.1816923,-0.3186006,-0.09023884,0.12978789,0.08030494,0.02253513,0.14988361,1.867611,-0.11371798,0.105161874,0.257522,0.19887038999999998,0.002249919,0.046467220000000004,0.23337026,0.15466065999999998,0.18568869,0.2698585
CASE 2 (97).JPG,-0.080948785,0.03482389,0.18661161,-2.3053045,-0.32240197,-0.092847615,0.1449823,0.0803508,0.02337456,0.1528874,1.902749,-0.11768444,0.100589365,0.25406185,0.19145718,0.0019953276,0.04466909,0.23331113,0.14819229,0.18028823,0.25952312
CASE 2 (98).JPG,-0.08136798,0.032782257,0.1810587,-2.2251837,-0.31542233,-0.09143132,0.1343272,0.07807289,0.022098377,0.14865524,1.904057,-0.115591586,0.100141846,0.24826925,0.19022128,0.0020470931,0.045244813,0.23785359,0.14644793,0.18034314,0.2533556
CASE 2 (99).JPG,-0.08126798,0.032882257000000005,0.18115869999999998,-2.2250837,-0.31532233,-0.09133132,0.1344272,0.07817289000000001,0.022198377,0.14875523999999998,1.904157,-0.115491586,0.10024184600000001,0.24836924999999999,0.19032127999999998,0.0021470930999999997,0.045344813000000005,0.23795359,0.14654793,0.18044314,0.2534556
