image,ROI1_mean,ROI1_variance,ROI1_std,ROI1_coef_var,ROI1_p10,ROI1_p50,ROI1_p90,ROI2_mean,ROI2_variance,ROI2_std,ROI2_coef_var,ROI2_p10,ROI2_p50,ROI2_p90,ROI3_mean,ROI3_variance,ROI3_std,ROI3_coef_var,ROI3_p10,ROI3_p50,ROI3_p90
CASE 3 (55).JPG,0.1863168,0.0025116035,0.050115902,0.2689822,0.122204356,0.18471584,0.24146117,0.096745275,0.02710138,0.16462497,1.7016332,-0.10300877,0.090232655,0.30097222,0.003456109,0.08834043,0.29722118,85.99879,-0.3152128,-0.07594522,0.43341202
CASE 3 (56).JPG,0.19507775,0.0033686173,0.058039792,0.29752132,0.12527965,0.18760502,0.27071646,0.10175335,0.028362669,0.1684122,1.6551023,-0.102937154,0.10313527,0.31754503,0.007587495,0.09162551,0.30269706,39.894203,-0.31673723,-0.07507087,0.44684196
CASE 3 (57).JPG,0.19338278,0.003212172,0.056676026,0.2930769,0.12901719,0.18654773,0.2564138,0.094501354,0.027132768,0.16472027,1.7430466,-0.10663939,0.08337522,0.30419976,-0.0077558234,0.079918705,0.28269896,-36.449898,-0.3150393,-0.07786754,0.389905
CASE 3 (58).JPG,0.1848032,0.0028189912,0.053094175,0.28730115,0.12332493,0.18041849,0.23360823,0.08369122,0.024755558,0.15733899,1.879994,-0.11051002,0.070603564,0.28102872,-0.009769861,0.08202752,0.28640446,-29.315102,-0.32110965,-0.08254653,0.3944257
CASE 3 (59).JPG,0.1848032,0.0028189912,0.053094175,0.28730115,0.12332493,0.18041849,0.23360823,0.08369122,0.024755558,0.15733899,1.879994,-0.11051002,0.070603564,0.28102872,-0.009769861,0.08202752,0.28640446,-29.315102,-0.32110965,-0.08254653,0.3944257
CASE 3 (6).JPG,0.19745122,0.0028824431,0.05368839,0.2719071,0.1285306,0.1934888,0.2643955,0.097355805,0.028481893,0.1687658,1.733495,-0.11125506,0.09250237,0.30205375,0.003296775,0.091492616,0.30247745,91.7495,-0.32722366,-0.07559678,0.42166615
CASE 3 (60).JPG,0.1849398,0.0025562183,0.05055906,0.27338117,0.12330467,0.1852298,0.24253955,0.09984948,0.028213268,0.16796805,1.6822126,-0.10698948,0.10479185,0.30412734,0.0069306353,0.09130944,0.30217454,43.59983,-0.32015422,-0.07458268,0.4317897
CASE 3 (61).JPG,0.1849398,0.0025562183,0.05055906,0.27338117,0.12330467,0.1852298,0.24253955,0.09984948,0.028213268,0.16796805,1.6822126,-0.10698948,0.10479185,0.30412734,0.0069306353,0.09130944,0.30217454,43.59983,-0.32015422,-0.07458268,0.4317897
CASE 3 (62).JPG,0.1804274,0.002377372,0.048758302,0.27023777,0.11777158,0.18172044,0.23544464,0.09369608,0.027229238,0.16501284,1.7611499,-0.11019792,0.09349775,0.2945325,0.009055319,0.092802234,0.3046346,33.64151,-0.3199561,-0.07584171,0.4348885
CASE 3 (63).JPG,0.16666017,0.003293856,0.057392124,0.34436616,0.09130491,0.16882746,0.23085451,0.09405719,0.027554056,0.16599414,1.7648214,-0.11020484,0.09374389,0.29438153,0.017786235,0.10155252,0.31867307,17.916838,-0.32462603,-0.07512607,0.49148634
CASE 3 (64).JPG,0.16666017,0.003293856,0.057392124,0.34436616,0.09130491,0.16882746,0.23085451,0.09405719,0.027554056,0.16599414,1.7648214,-0.11020484,0.09374389,0.29438153,0.017786235,0.10155252,0.31867307,17.916838,-0.32462603,-0.07512607,0.49148634
CASE 3 (65).JPG,0.17845303,0.0033280957,0.057689648,0.32327637,0.1021463,0.18016711,0.246038,0.10038601,0.028995914,0.17028187,1.696271,-0.10831806,0.10271583,0.30683967,0.022480145,0.10451409,0.32328638,14.380974,-0.32347095,-0.07297,0.5087068
CASE 3 (66).JPG,0.17845303,0.0033280957,0.057689648,0.32327637,0.1021463,0.18016711,0.246038,0.10038601,0.028995914,0.17028187,1.696271,-0.10831806,0.10271583,0.30683967,0.022480145,0.10451409,0.32328638,14.380974,-0.32347095,-0.07297,0.5087068
CASE 3 (67).JPG,0.17798881,0.0028715539,0.05358688,0.3010688,0.10983451,0.17697096,0.24142028,0.09618784,0.02778838,0.16669847,1.7330514,-0.10928139,0.100537,0.29537982,0.0037496518,0.091450736,0.30240822,80.64968,-0.32470852,-0.07748997,0.42394587
CASE 3 (68).JPG,0.17798881,0.0028715539,0.05358688,0.3010688,0.10983451,0.17697096,0.24142028,0.09618784,0.02778838,0.16669847,1.7330514,-0.10928139,0.100537,0.29537982,0.0037496518,0.091450736,0.30240822,80.64968,-0.32470852,-0.07748997,0.42394587
CASE 3 (69).JPG,0.16040392,0.002859171,0.053471215,0.33335355,0.09160094,0.15771645,0.22440429,0.085406095,0.024859583,0.15766922,1.846112,-0.11163642,0.090802565,0.2798045,-0.009597219,0.083218634,0.2884764,-30.058334,-0.32683927,-0.082468666,0.3956831
CASE 3 (7).JPG,0.1926711,0.0026438578,0.051418457,0.26687166,0.12526672,0.19036931,0.25586614,0.09886136,0.028774865,0.16963156,1.715853,-0.11014223,0.09218007,0.30788052,0.006540248,0.09181073,0.30300286,46.328957,-0.32204676,-0.07386968,0.43672535
CASE 3 (70).JPG,0.19186443,0.002217707,0.04709254,0.24544695,0.13219579,0.1908519,0.2449229,0.10156426,0.028364537,0.16841775,1.6582384,-0.10469062,0.10541892,0.30730838,0.012603026,0.09171312,0.30284175,24.02929,-0.31382817,-0.07290992,0.4363426
CASE 3 (71).JPG,0.19186443,0.002217707,0.04709254,0.24544695,0.13219579,0.1908519,0.2449229,0.10156426,0.028364537,0.16841775,1.6582384,-0.10469062,0.10541892,0.30730838,0.012603026,0.09171312,0.30284175,24.02929,-0.31382817,-0.07290992,0.4363426
CASE 3 (72).JPG,0.19186443,0.002217707,0.04709254,0.24544695,0.13219579,0.1908519,0.2449229,0.10156426,0.028364537,0.16841775,1.6582384,-0.10469062,0.10541892,0.30730838,0.012603026,0.09171312,0.30284175,24.02929,-0.31382817,-0.07290992,0.4363426
CASE 3 (73).JPG,0.19186443,0.002217707,0.04709254,0.24544695,0.13219579,0.1908519,0.2449229,0.10156426,0.028364537,0.16841775,1.6582384,-0.10469062,0.10541892,0.30730838,0.012603026,0.09171312,0.30284175,24.02929,-0.31382817,-0.07290992,0.4363426
CASE 3 (74).JPG,0.18835987,0.0025399774,0.05039819,0.2675633,0.12454829,0.1860605,0.25274304,0.10210823,0.028710486,0.16944169,1.6594322,-0.10621493,0.111099266,0.3073774,0.009057377,0.09191758,0.30317912,33.473167,-0.3191398,-0.07345793,0.43616414
CASE 3 (75).JPG,0.17231348,0.0028209481,0.0531126,0.3082324,0.10795848,0.1678971,0.24613298,0.09309773,0.02487015,0.15770273,1.6939481,-0.10412251,0.102258876,0.29535776,0.0010051687,0.08303504,0.288158,286.67627,-0.31377608,-0.07270004,0.3945546
CASE 3 (76).JPG,0.19574356,0.003009447,0.054858427,0.2802566,0.12844862,0.18814552,0.2737043,0.092775226,0.026274657,0.1620946,1.7471755,-0.107673675,0.098666504,0.30436996,-0.004927103,0.08307854,0.2882335,-58.499588,-0.31861162,-0.07660213,0.39821586
CASE 3 (77).JPG,0.19815202,0.0028323177,0.053219523,0.26857927,0.13003582,0.19378656,0.2701199,0.094137274,0.026335878,0.16228333,1.7239009,-0.10664022,0.09994173,0.30832544,-0.008940138,0.07739646,0.2782022,-31.118336,-0.31510174,-0.07738807,0.3784472
CASE 3 (78).JPG,0.19815202,0.0028323177,0.053219523,0.26857927,0.13003582,0.19378656,0.2701199,0.094137274,0.026335878,0.16228333,1.7239009,-0.10664022,0.09994173,0.30832544,-0.008940138,0.07739646,0.2782022,-31.118336,-0.31510174,-0.07738807,0.3784472
CASE 3 (79).JPG,0.19815202,0.0028323177,0.053219523,0.26857927,0.13003582,0.19378656,0.2701199,0.094137274,0.026335878,0.16228333,1.7239009,-0.10664022,0.09994173,0.30832544,-0.008940138,0.07739646,0.2782022,-31.118336,-0.31510174,-0.07738807,0.3784472
CASE 3 (8).JPG,0.1926711,0.0026438578,0.051418457,0.26687166,0.12526672,0.19036931,0.25586614,0.09886136,0.028774865,0.16963156,1.715853,-0.11014223,0.09218007,0.30788052,0.006540248,0.09181073,0.30300286,46.328957,-0.32204676,-0.07386968,0.43672535
CASE 3 (80).JPG,0.20138,0.0027184167,0.052138437,0.25890574,0.13645546,0.19869885,0.26165536,0.10042038,0.02786024,0.16691387,1.6621513,-0.10324417,0.10187237,0.3225494,-0.005903404,0.07873118,0.28059077,-47.530334,-0.31179106,-0.07563412,0.39072105
CASE 3 (81).JPG,0.20043865,0.0031229535,0.055883393,0.27880546,0.12596174,0.19587234,0.27807888,0.09351361,0.026638303,0.16321245,1.7453337,-0.107345685,0.08836755,0.31016698,-0.0046690926,0.07998712,0.28281996,-60.57279,-0.30835876,-0.07954994,0.3953567
CASE 3 (82).JPG,0.20043865,0.0031229535,0.055883393,0.27880546,0.12596174,0.19587234,0.27807888,0.09351361,0.026638303,0.16321245,1.7453337,-0.107345685,0.08836755,0.31016698,-0.0046690926,0.07998712,0.28281996,-60.57279,-0.30835876,-0.07954994,0.3953567
CASE 3 (83).JPG,0.19706133,0.002448707,0.04948441,0.25111172,0.13156413,0.19955298,0.24596581,0.08794685,0.024969613,0.15801777,1.7967417,-0.10823535,0.089053504,0.29257053,-0.0064789355,0.07916386,0.28136072,-43.427,-0.31423715,-0.078171864,0.39310208
CASE 3 (84).JPG,0.20566903,0.002798604,0.052901834,0.25721827,0.14132696,0.20037735,0.27547854,0.092086904,0.025923124,0.1610066,1.7484201,-0.10786908,0.0898619,0.29834482,-0.005809218,0.07928011,0.28156725,-48.469044,-0.3146526,-0.07718386,0.38599846
CASE 3 (85).JPG,0.20566903,0.002798604,0.052901834,0.25721827,0.14132696,0.20037735,0.27547854,0.092086904,0.025923124,0.1610066,1.7484201,-0.10786908,0.0898619,0.29834482,-0.005809218,0.07928011,0.28156725,-48.469044,-0.3146526,-0.07718386,0.38599846
CASE 3 (86).JPG,0.20605904,0.00276432,0.052576803,0.25515407,0.13792051,0.20351088,0.27340388,0.10491293,0.028669575,0.16932093,1.6139185,-0.10146205,0.108113594,0.31572995,0.010588697,0.091405734,0.3023338,28.552502,-0.31417802,-0.07227875,0.4434219
CASE 3 (87).JPG,0.20605904,0.00276432,0.052576803,0.25515407,0.13792051,0.20351088,0.27340388,0.10491293,0.028669575,0.16932093,1.6139185,-0.10146205,0.108113594,0.31572995,0.010588697,0.091405734,0.3023338,28.552502,-0.31417802,-0.07227875,0.4434219
CASE 3 (88).JPG,0.19779086,0.0022271113,0.04719228,0.23859687,0.14122455,0.19676034,0.24384773,0.083735175,0.02455916,0.15671362,1.8715386,-0.10674954,0.07438211,0.27857035,-0.0055785184,0.0805485,0.28381068,-50.875637,-0.3125198,-0.07964124,0.39905176
CASE 3 (89).JPG,0.20335011,0.0028586949,0.053466763,0.2629296,0.13893244,0.19822663,0.275944,0.09167368,0.025629537,0.16009228,1.7463276,-0.10750952,0.09370309,0.29723102,-0.005003476,0.079699226,0.28231052,-56.42288,-0.31371987,-0.075568244,0.3889268
CASE 3 (9).JPG,0.1926711,0.0026438578,0.051418457,0.26687166,0.12526672,0.19036931,0.25586614,0.09886136,0.028774865,0.16963156,1.715853,-0.11014223,0.09218007,0.30788052,0.006540248,0.09181073,0.30300286,46.328957,-0.32204676,-0.07386968,0.43672535
CASE 3 (90).JPG,0.20335011,0.0028586949,0.053466763,0.2629296,0.13893244,0.19822663,0.275944,0.09167368,0.025629537,0.16009228,1.7463276,-0.10750952,0.09370309,0.29723102,-0.005003476,0.079699226,0.28231052,-56.42288,-0.31371987,-0.075568244,0.3889268
CASE 3 (91).JPG,0.19506064,0.0020243116,0.04499235,0.23065828,0.13369732,0.1963478,0.24332674,0.08902556,0.02516423,0.15863237,1.7818744,-0.107378416,0.09426609,0.2955138,-0.009667586,0.07816198,0.27957463,-28.918764,-0.31779078,-0.07839221,0.3808356
CASE 3 (92).JPG,0.19506064,0.0020243116,0.04499235,0.23065828,0.13369732,0.1963478,0.24332674,0.08902556,0.02516423,0.15863237,1.7818744,-0.107378416,0.09426609,0.2955138,-0.009667586,0.07816198,0.27957463,-28.918764,-0.31779078,-0.07839221,0.3808356
CASE 3 (93).JPG,0.19506064,0.0020243116,0.04499235,0.23065828,0.13369732,0.1963478,0.24332674,0.08902556,0.02516423,0.15863237,1.7818744,-0.107378416,0.09426609,0.2955138,-0.009667586,0.07816198,0.27957463,-28.918764,-0.31779078,-0.07839221,0.3808356
CASE 3 (94).JPG,0.21944523,0.0040243766,0.063437976,0.28908342,0.13676757,0.21411023,0.30942142,0.11024718,0.03054342,0.17476676,1.5852267,-0.10117635,0.10802585,0.33733317,0.0076619517,0.091933385,0.3032052,39.57284,-0.31878322,-0.074252985,0.44630694
CASE 3 (95).JPG,0.21944523,0.0040243766,0.063437976,0.28908342,0.13676757,0.21411023,0.30942142,0.11024718,0.03054342,0.17476676,1.5852267,-0.10117635,0.10802585,0.33733317,0.0076619517,0.091933385,0.3032052,39.57284,-0.31878322,-0.074252985,0.44630694
CASE 3 (96).JPG,0.21463579,0.0033933986,0.058252886,0.2714034,0.13979152,0.2093887,0.2941347,0.100959875,0.027673032,0.16635214,1.6477054,-0.10438974,0.10663112,0.32113194,0.00032196823,0.08727669,0.29542628,917.5635,-0.31988484,-0.076160595,0.42216963
CASE 3 (97).JPG,0.21463579,0.0033933986,0.058252886,0.2714034,0.13979152,0.2093887,0.2941347,0.100959875,0.027673032,0.16635214,1.6477054,-0.10438974,0.10663112,0.32113194,0.00032196823,0.08727669,0.29542628,917.5635,-0.31988484,-0.076160595,0.42216963
CASE 3 (98).JPG,0.21169257,0.0026891395,0.051856913,0.2449633,0.14343804,0.21277268,0.27004293,0.098164275,0.027935805,0.16714008,1.7026569,-0.10526913,0.09618507,0.31156394,0.0015899919,0.089028396,0.29837626,187.65898,-0.32290933,-0.07599351,0.42126292
CASE 3 (99).JPG,0.19825163,0.0028838352,0.053701352,0.2708747,0.12735386,0.19484815,0.27189213,0.093196735,0.026154423,0.16172329,1.7352892,-0.10733103,0.09275077,0.30912971,-0.015234741,0.073888205,0.27182385,-17.842367,-0.31733713,-0.079137966,0.3606911
